漢字,読み
桑田碧海,そうでんへきかい
滄桑之変,そうそうのへん
象箸玉杯,ぞうちょぎょくはい
蒼然暮色,そうぜんぼしょく
痩身矮躯,そうしんわいく
騒人墨客,そうじんぼっかく
曾参歌声,そうしんのかせい
曾参殺人,そうしんさつじん
蚤寝晏起,そうしんあんき
壮士凌雲,そうしりょううん
宋襄之仁,そうじょうのじん
簇酒斂衣,そうしゅれんい
双宿双飛,そうしゅくそうひ
荘周之夢,そうしゅうのゆめ
造次顛沛,ぞうじてんぱい
走尸行肉,そうしこうにく
草根木皮,そうこんぼくひ
桑弧蓬矢,そうこほうし
痩骨窮骸,そうこつきゅうがい
送故迎新,そうこげいしん
草行露宿,そうこうろしゅく
糟糠之妻,そうこうのつま
造言蜚語,ぞうげんひご
叢軽折軸,そうけいせつじく
蒼狗白衣,そうくはくい
痩躯長身,そうくちょうしん
僧伽藍摩,そうぎゃらんま
桑間濮上,そうかんぼくじょう
総角之好,そうかくのよしみ
滄海一粟,そうかいのいちぞく
滄海遺珠,そうかいのいしゅ
滄海桑田,そうかいそうでん
尊尚親愛,そんしょうしんあい
祖先崇拝,そせんすうはい
惻隠之心,そくいんのこころ
鏃礪括羽,ぞくれいかつう
甑塵釜魚,そうじんふぎょ
素車白馬,そしゃはくば
走馬看花,そうばかんか
鼠窃狗盗,そせつくとう
鼠牙雀角,そがじゃっかく
喪家之狗,そうかのいぬ
啐啄同時,そったくどうじ
相乗効果,そうじょうこうか
率先垂範,そっせんすいはん
粗酒粗肴,そしゅそこう
桑田滄海,そうでんそうかい
即断即決,そくだんそっけつ
尊王攘夷,そんのうじょうい
損者三友,そんしゃさんゆう
粗製濫造,そせいらんぞう
粗酒粗餐,そしゅそさん
則天去私,そくてんきょし
速戦即決,そくせんそっけつ
聡明叡知,そうめいえいち
相即不離,そうそくふり
漱石枕流,そうせきちんりゅう
相互扶助,そうごふじょ
創業守成,そうぎょうしゅせい
粗衣粗食,そいそしょく
相思相愛,そうしそうあい
多種多様,たしゅたよう
湛盧之剣,たんろのけん
短慮軽率,たんりょけいそつ
探驪獲珠,たんりかくしゅ
断爛朝報,だんらんちょうほう
端木辞金,たんぼくじきん
断編残簡,だんぺんざんかん
貪夫徇財,たんぷじゅんざい
耽美主義,たんびしゅぎ
断髪文身,だんぱつぶんしん
断悪修善,だんなくしゅぜん
談天雕竜,だんてんちょうりょう
胆戦心驚,たんせんしんきょう
袒裼裸裎,たんせきらてい
断薺画粥,だんせいかくしゅく
丹書鉄契,たんしょてっけい
淡粧濃抹,たんしょうのうまつ
箪食瓢飲,たんしひょういん
箪食壺漿,たんしこしょう
断港絶潢,だんこうぜっこう
男耕女織,だんこうじょしょく
談言微中,だんげんびちゅう
断金之交,だんきんのまじわり
断機之戒,だんきのいましめ
断簡零墨,だんかんれいぼく
弾丸之地,だんがんのち
弾丸黒子,だんがんこくし
弾丸雨注,だんがんうちゅう
短褐穿結,たんかつせんけつ
断鶴続鳧,だんかくぞくふ
多謀善断,たぼうぜんだん
蛇蚹蜩翼,だふちょうよく
奪胎換骨,だったいかんこつ
達人大観,たつじんたいかん
多蔵厚亡,たぞうこうぼう
多銭善賈,たせんぜんこ
多情仏心,たじょうぶっしん
多生之縁,たしょうのえん
多情多恨,たじょうたこん
多情多感,たじょうたかん
打成一片,だじょういっぺん
多事多端,たじたたん
他山之石,たざんのいし
多言数窮,たげんすうきゅう
踔厲風発,たくれいふうはつ
濁流滾滾,だくりゅうこんこん
度徳量力,たくとくりょうりき
託孤寄命,たくこきめい
択言択行,たくげんたくこう
濯纓濯足,たくえいたくそく
大惑不解,たいわくふかい
対驢撫琴,たいろぶきん
太牢滋味,たいろうのじみ
帯厲之誓,たいれいのちかい
大欲非道,たいよくひどう
大名鼎鼎,たいめいていてい
大味必淡,たいみひったん
戴盆望天,たいぼんぼうてん
大法小廉,たいほうしょうれん
体貌閑雅,たいぼうかんが
大兵肥満,だいひょうひまん
大貉小貉,たいばくしょうばく
大道不器,だいどうふき
大智不智,だいちふち
大智如愚,だいちじょぐ
黛蓄膏渟,たいちくこうてい
大沢礨空,だいたくらいくう
頽堕委靡,たいだいび
大信不約,たいしんふやく
大処着墨,たいしょちゃくぼく
対牀夜雨,たいしょうやう
対牀風雪,たいしょうふうせつ
対症下薬,たいしょうかやく
大死一番,だいしいちばん
泰山梁木,たいざんりょうぼく
泰山之安,たいざんのやすき
泰山鴻毛,たいざんこうもう
大悟徹底,たいごてってい
大巧若拙,たいこうじゃくせつ
太羹玄酒,たいこうげんしゅ
滞言滞句,たいげんたいく
体元居正,たいげんきょせい
大桀小桀,たいけつしょうけつ
大衾長枕,たいきんちょうちん
堆金積玉,たいきんせきぎょく
大驚失色,たいきょうしっしょく
大逆無道,たいぎゃくむどう
大義滅親,たいぎめっしん
大器小用,たいきしょうよう
対岸火災,たいがんのかさい
大廈棟梁,たいかのとうりょう
大海撈針,たいかいろうしん
大快人心,たいかいじんしん
太液芙蓉,たいえきのふよう
大隠朝市,たいいんちょうし
大慈大悲,だいじだいひ
打草驚蛇,だそうきょうだ
談虎色変,だんこしきへん
大人虎変,たいじんこへん
大賢虎変,たいけんこへん
多岐多様,たきたよう
他言無用,たごんむよう
談論風発,だんろんふうはつ
胆大心小,たんだいしんしょう
単純明快,たんじゅんめいかい
断崖絶壁,だんがいぜっぺき
暖衣飽食,だんいほうしょく
他力本願,たりきほんがん
他人行儀,たにんぎょうぎ
多士済済,たしせいせい
多芸多才,たげいたさい
多岐亡羊,たきぼうよう
台風一過,たいふういっか
大同団結,だいどうだんけつ
泰然自若,たいぜんじじゃく
大声疾呼,たいせいしっこ
大所高所,たいしょこうしょ
大山鳴動,たいざんめいどう
泰山北斗,たいざんほくと
大根役者,だいこんやくしゃ
対牛弾琴,たいぎゅうだんきん
大喝一声,だいかついっせい
大厦高楼,たいかこうろう
大安吉日,たいあんきちじつ
断章取義,だんしょうしゅぎ
単刀直入,たんとうちょくにゅう
大言壮語,たいげんそうご
多事多難,たじたなん
大同小異,だいどうしょうい
大胆不敵,だいたんふてき
大器晩成,たいきばんせい
大義名分,たいぎめいぶん
大願成就,たいがんじょうじゅ
沈思黙考,ちんしもっこう
枕流漱石,ちんりゅうそうせき
沈博絶麗,ちんぱくぜつれい
沈著痛快,ちんちゃくつうかい
陳勝呉広,ちんしょうごこう
沈思凝想,ちんしぎょうそう
陳蔡之厄,ちんさいのやく
椿萱並茂,ちんけんへいも
枕戈待旦,ちんかたいたん
沈鬱頓挫,ちんうつとんざ
知略縦横,ちりゃくじゅうおう
治乱興亡,ちらんこうぼう
樗櫟之材,ちょれきのざい
樗櫟散木,ちょれきさんぼく
豬突豨勇,ちょとつきゆう
佇思停機,ちょしていき
直言骨鯁,ちょくげんこっこう
直言極諫,ちょくげんきょっかん
直往邁進,ちょくおうまいしん
凋零磨滅,ちょうれいまめつ
重卵之危,ちょうらんのき
朝蠅暮蚊,ちょうようぼぶん
長幼之序,ちょうようのじょ
朝有紅顔,ちょうゆうこうがん
長夜之楽,ちょうやのたのしみ
長夜之飲,ちょうやのいん
頂門金椎,ちょうもんのきんつい
頂門一針,ちょうもんのいっしん
長目飛耳,ちょうもくひじ
鳥面鵠形,ちょうめんこくけい
長命富貴,ちょうめいふうき
長鞭馬腹,ちょうべんばふく
雕文刻鏤,ちょうぶんこくる
嘲風哢月,ちょうふうろうげつ
凋氷画脂,ちょうひょうがし
張眉怒目,ちょうびどもく
頂天立地,ちょうてんりっち
糶糴斂散,ちょうてきれんさん
長枕大被,ちょうちんたいひ
喋喋喃喃,ちょうちょうなんなん
彫虫篆刻,ちょうちゅうてんこく
冢中枯骨,ちょうちゅう,の
朝穿暮塞,ちょうせんぼそく
朝生暮死,ちょうせいぼし
朝成暮毀,ちょうせいぼき
朝齏暮塩,ちょうせいぼえん
長生不死,ちょうせいふし
長生久視,ちょうせいきゅうし
朝秦暮楚,ちょうしんぼそ
朝真暮偽,ちょうしんぼぎ
朝種暮穫,ちょうしゅぼかく
長袖善舞,ちょうしゅうぜんぶ
兆載永劫,ちょうさいようごう
長江天塹,ちょうこうてんざん
懲羮吹膾,ちょうこうすいかい
朝憲紊乱,ちょうけんびんらん
重見天日,ちょうけんてんじつ
重熙累洽,ちょうきるいこう
張冠李戴,ちょうかんりたい
朝観夕覧,ちょうかんせきらん
朝歌夜弦,ちょうかやげん
朝過夕改,ちょうかせきかい
鳥革翬飛,ちょうかくきひ 
朝改暮変,ちょうかいぼへん
張王李趙,ちょうおうりちょう
朝盈夕虚,ちょうえいせききょ
超軼絶塵,ちょういつぜつじん
朝衣朝冠,ちょういちょうかん
長安日辺,ちょうあんにっぺん
寵愛一身,ちょうあいいっしん
黜陟幽明,ちゅっちょくゆうめい
仲連蹈海,ちゅうれんとうかい
中流砥柱,ちゅうりゅうのしちゅう
忠勇義烈,ちゅうゆうぎれつ
綢繆未雨,ちゅうびゅうみう
中通外直,ちゅうつうがいちょく
躊躇逡巡,ちゅうちょしゅんじゅん
昼想夜夢,ちゅうそうやむ
疇昔之夜,ちゅうせきのよ
誅心之法,ちゅうしんのほう
抽薪止沸,ちゅうしんしふつ
中秋名月,ちゅうしゅうのめいげつ
中秋玩月,ちゅうしゅうがんげつ
鋳山煮海,ちゅうさんしゃかい
忠魂義胆,ちゅうこんぎたん
忠孝両全,ちゅうこうりょうぜん
昼耕夜誦,ちゅうこうやしょう
抽黄対白,ちゅうこうたいはく
忠孝一致,ちゅうこういっち
中原之鹿,ちゅうげんのしか
中原逐鹿,ちゅうげんちくろく
中権後勁,ちゅうけんこうけい
忠言逆耳,ちゅうげんぎゃくじ
忠君愛国,ちゅうくんあいこく
着眼大局,ちゃくがんたいきょく
遅暮之嘆,ちぼのたん
智謀浅短,ちぼうせんたん
地平天成,ちへいてんせい
蟄居屏息,ちっきょへいそく
致知格物,ちちかくぶつ
知足不辱,ちそくふじょく
知足安分,ちそくあんぶん
置錐之地,ちすいのち
知小謀大,ちしょうぼうだい
置酒高会,ちしゅこうかい
知者楽水,ちしゃらくすい
知者不惑,ちしゃふわく
知者不言,ちしゃふげん
智者一失,ちしゃのいっしつ
竹林七賢,ちくりんしちけん
竹苞松茂,ちくほうしょうも
竹頭木屑,ちくとうぼくせつ
築室道謀,ちくしつどうぼう
知己朋友,ちきほうゆう
地角天涯,ちかくてんがい
徴羽之操,ちうのそう
忠孝仁義,ちゅうこうじんぎ
知崇礼卑,ちすうれいひ
彫心鏤骨,ちょうしんるこつ
朝雲暮雨,ちょううんぼう
沈魚落雁,ちんぎょらくがん
池魚之禍,ちぎょのわざわい
池魚故淵,ちぎょこえん
鳥尽弓蔵,ちょうじんきゅうぞう
鳥語花香,ちょうごかこう
長頸烏喙,ちょうけいうかい
池魚籠鳥,ちぎょろうちょう
竹馬之友,ちくばのとも
中臂鼠肝,ちゅうひそかん
知行合一,ちこうごういつ
沈黙寡言,ちんもくかげん
珍味佳肴,ちんみかこう
昼夜兼行,ちゅうやけんこう
中肉中背,ちゅうにくちゅうぜい
中途半端,ちゅうとはんぱ
知勇兼備,ちゆうけんび
魑魅魍魎,ちみもうりょう
遅疑逡巡,ちぎしゅんじゅん
張三李四,ちょうさんりし
長者三代,ちょうじゃさんだい
長身痩躯,ちょうしんそうく
丁丁発止,ちょうちょうはっし
朝朝暮暮,ちょうちょうぼぼ
長汀曲浦,ちょうていきょくほ
跳梁跋扈,ちょうりょうばっこ
直情径行,ちょくじょうけいこう
直立不動,ちょくりつふどう
猪突猛進,ちょとつもうしん
朝令暮改,ちょうれいぼかい
朝三暮四,ちょうさんぼし
沈着冷静,ちんちゃくれいせい
津津浦浦,つつうらうら
九十九折,つづらおり
通儒碩学,つうじゅせきがく
通暁暢達,つうぎょうちょうたつ
追奔逐北,ついほんちくほく
墜茵落溷,ついいんらくこん
痛快無比,つうかいむひ
天罰覿面,てんばつてきめん
天理人欲,てんりじんよく
天門登八,てんもんとうはち
天門開闔,てんもんかいこう
天網之漏,てんもうのろう
転迷開悟,てんめいかいご
典謨訓誥,てんぼくんこう
顛撲不破,てんぼくふは
天保九如,てんぽうきゅうじょ
田夫野老,でんぷやろう
天覆地載,てんぷうちさい
天馬行空,てんばこうくう
顛沛流浪,てんぱいるろう
天之暦数,てんのれきすう
天之美禄,てんのびろく
天人五衰,てんにんのごすい
天地四時,てんちしいじ
天地玄黄,てんちげんこう
天地開闢,てんちかいびゃく
天地一指,てんちいっし
恬淡寡欲,てんたんかよく
椽大之筆,てんだいのふで
霑体塗足,てんたいとそく
天孫降臨,てんそんこうりん
天造草昧,てんぞうそうまい
点睛開眼,てんせいかいがん
天人冥合,てんじんめいごう
天神地祇,てんしんちぎ
転生輪廻,てんしょうりんね
天壌無窮,てんじょうむきゅう
天井桟敷,てんじょうさじき
天日之表,てんじつのひょう
天姿国色,てんしこくしょく
電光雷轟,でんこうらいごう
天潢之派,てんこうのは
電光朝露,でんこうちょうろ
天香国色,てんこうこくしょく
電光影裏,でんこうえいり
天香桂花,てんこうけいか
甜言蜜語,てんげんみつご
天懸地隔,てんけんちかく
伝観播弄,でんかんはろう
天顔咫尺,てんがんしせき
天花乱墜,てんからんつい
伝家宝刀,でんかのほうとう
天涯比隣,てんがいひりん
天涯地角,てんがいちかく
天淵氷炭,てんえんひょうたん
天淵之差,てんえんのさ
田園将蕪,でんえんしょうぶ
顛越不恭,てんえつふきょう
天宇地廬,てんうちろ
顛委勢峻,てんいせいしゅん
天威咫尺,てんいしせき
轍乱旗靡 ,てつらんきび
鉄網珊瑚,てつもうさんご
轍鮒之急,てっぷのきゅう
哲婦傾城,てっぷけいせい
跌蕩放言,てっとうほうげん
鉄腸石心,てっちょうせきしん
鉄中錚錚,てっちゅうのそうそう
鉄樹開花,てつじゅかいか
適楚北轅,てきそほくえん
滴水嫡凍,てきすいてきとう
滴水成氷,てきすいせいひょう
擿埴冥行,てきしょくめいこう
剃頭辮髪,ていとうべんぱつ
泥首銜玉,でいしゅかんぎょく
泥車瓦狗,でいしゃがこう
綈袍恋恋,ていほうれんれん
剃髪落飾,ていはつらくしょく
低頭傾首,ていとうけいしゅ
鼎鐺玉石,ていとうぎょくせき
廷諍面折,ていそうめんせつ
泥船渡河,でいせんとか
定省温凊,ていせいおんせい
鼎新革故,ていしんかくこ
低唱微吟,ていしょうびぎん
低唱浅斟,ていしょうせんしん
提耳面命,ていじめんめい
渟膏湛碧,ていこうたんぺき
程孔傾蓋,ていこうけいがい
棣鄂之情,ていがくのじょう
低徊趣味,ていかいしゅみ
低回顧望,ていかいこぼう
鄭衛之音,ていえいのおん
鄭衛桑間,ていえいそうかん
殢雨尤雲,ていうゆううん
擲身報国,てきしんほうこく
梯山航海,ていざんこうかい
擲果満車,てきかまんしゃ
羝羊触藩,ていようしょくはん
天下無敵,てんかむてき
天佑神助,てんゆうしんじょ
天地神明,てんちしんめい
丁稚奉公,でっちぼうこう
鉄心石腸,てっしんせきちょう
敵本主義,てきほんしゅぎ
敵前逃亡,てきぜんとうぼう
適者生存,てきしゃせいぞん
手枷足枷,てかせあしかせ
亭主関白,ていしゅかんぱく
手前勝手,てまえがって
手前味噌,てまえみそ
手練手管,てれんてくだ
天涯孤独,てんがいこどく
天下一品,てんかいっぴん
天下国家,てんかこっか
天下御免,てんかごめん
天下泰平,てんかたいへい
天下万民,てんかばんみん
天下無双,てんかむそう
天空海闊,てんくうかいかつ
天災地変,てんさいちへん
天真爛漫,てんしんらんまん
天地無用,てんちむよう
天長地久,てんちょうちきゅう
点滴穿石,てんてきせんせき
輾転反側,てんてんはんそく
天然自然,てんねんしぜん
田夫野人,でんぷやじん
天歩艱難,てんぽかんなん
天網恢恢,てんもうかいかい
天衣無縫,てんいむほう
徹頭徹尾,てっとうてつび
天変地異,てんぺんちい
適材適所,てきざいてきしょ
電光石火,でんこうせっか
得意満面,とくいまんめん
呑吐不下,どんとふげ
敦篤虛靜,とんとくきょせい
呑刀刮腸,どんとうかっちょう
豚蹄穣田,とんていじょうでん
呑炭漆身,どんたんしっしん
頓首再拝,とんしゅさいはい
敦煌五竜,とんこうごりょう
呑花臥酒,どんかがしゅ
呑雲吐霧,どんうんとむ
屠竜之技,とりょうのぎ
斗量帚掃,とりょうそうそう
塗抹詩書,とまつししょ
吐哺捉髪,とほそくはつ
土木壮麗,どぼくそうれい
土木形骸,どぼくけいがい
途方途轍,とほうとてつ
得意忘形,とくいぼうけい
東西古今,とうざいここん
吐哺握髪,とほあくはつ
図南鵬翼,となんのほうよく
斗南一人,となんのいちにん
屠毒筆墨,とどくのひつぼく
咄咄怪事,とつとつかいじ
突怒偃蹇,とつどえんけん
咄嗟叱咤,とっさしった
訥言敏行,とつげんびんこう
弩張剣抜,どちょうけんばつ
斗粟尺布,とぞくしゃくふ
兎走烏飛,とそううひ
斗筲之人,としょうのひと
斗酒百篇,としゅひゃっぺん
斗酒隻鶏,としゅせきけい
菟糸燕麦,としえんばく
吐故納新,とこのうしん
斗斛之禄,とこくのろく
土豪劣紳,どごうれっしん
得隴望蜀,とくろうぼうしょく
徳量寛大,とくりょうかんだい
独立不撓,どくりつふとう
徳性滋養,とくせいじよう
読書尚友,どくしょしょうゆう
読書三余,どくしょさんよ
徳高望重,とくこうぼうじゅう
独弦哀歌,どくげんあいか
跿跔科頭,とくかとう
独学孤陋,どくがくころう
得意忘言,とくいぼうげん
蠹居棊処,ときょきしょ
吐気揚眉,ときようび
兔起鳧挙,ときふきょ
兎葵燕麦,ときえんばく
兎角亀毛,とかくきもう
土階茅茨,どかいぼうし
土階三等,どかいさんとう
螳螂之斧,とうろうのおの
蟷螂之衛,とうろうのえい
等量斉視,とうりょうせいし
桃李満門,とうりまんもん
桃李成蹊,とうりせいけい
桐葉知秋,どうようちしゅう
瞠目結舌,どうもくけつぜつ
橦末之伎,とうまつのぎ
稲麻竹葦,とうまちくい
道傍苦李,どうぼうのくり
同袍同沢,どうほうとうたく
豆剖瓜分,とうぼうかぶん
洞房花燭,どうぼうかしょく
同文同軌,どうぶんどうき
同病相憐,どうびょうそうれん
螳臂当車,とうひとうしゃ
頭髪上指,とうはつじょうし
投桃報李,とうとうほうり
党同伐異,とうどうばつい
堂堂之陣,どうどうのじん
銅頭鉄額,どうとうてつがく
頭童歯豁,とうどうしかつ
堂塔伽藍,どうとうがらん
洞庭春色,どうていしゅんしょく
湯池鉄城,とうちてつじょう
銅駝荊棘,どうだけいきょく
陶潜帰去,とうせんききょ
冬扇夏鑪,とうせんかろ
蹈節死義,とうせつしぎ
動静云為,どうせいうんい
同声異俗,どうせいいぞく
同心戮力,どうしんりくりょく
同仁一視,どうじんいっし
桃傷李仆,とうしょうりふ
銅牆鉄壁,どうしょうてっぺき
蹈常襲故,とうじょうしゅうこ
冬日之温,とうじつのおん
道之以徳,どうしいとく
桃三李四,とうさんりし
刀山剣樹,とうざんけんじゅ
倒載干戈,とうさいかんか
党錮之禍,とうこのわざわい
桃弧棘矢,とうこきょくし
桃紅柳緑,とうこうりゅうりょく
韜光晦迹,とうこうまいせき
東行西走,とうこうせいそう
灯紅酒緑,とうこうしゅりょく
刀光剣影,とうこうけんえい
倒行逆施,とうこうぎゃくし
騰蛟起鳳,とうこうきほう
刀耕火種,とうこうかしゅ
韜光晦迹,とうこうかいせき
倒懸之急,とうけんのきゅう
洞見癥結,どうけんちょうけつ
同衾共枕,どうきんきょうちん
当機立断,とうきりつだん
刀鋸鼎鑊,とうきょていかく
道揆法守,どうきほうしゅ
同軌同文,どうきどうぶん
同気相求,どうきそうきゅう
同帰殊塗,どうきしゅと
東窺西望,とうきせいぼう
恫疑虚喝,どうぎきょかつ
堂下周屋,どうかのしゅうおく
桃花癸水,とうかきすい
灯火可親,とうかかしん
凍解氷釈,とうかいひょうしゃく
冬溫夏凊,とうおんかせい
桃園結義,とうえんけつぎ
蕩佚簡易,とういつかんい
駑馬十駕,どばじゅうが
冬夏青青,とうかせいせい
豚魚之信,とんぎょのしん
得魚忘筌,とくぎょぼうせん
呑波之魚,どんぱのうお
呑舟之魚,どんしゅうのうお
土崩魚爛,どほうぎょらん
斗折蛇行,とせつだこう
呑牛之気,どんぎゅうのき
兎起鶻落,ときこつらく
屠羊之肆,とようのし
屠所之羊,としょのひつじ
読書亡羊,どくしょぼうよう
董狐之筆,とうこのふで
豚児犬子,とんじけんし
兎死狗烹,としくほう
独立不羈,どくりつふき
読書三到,どくしょさんとう
杜黙詩撰,ともくしさん
土崩瓦解,どほうがかい
怒髪衝天,どはつしょうてん
徒手空拳,としゅくうけん
独立自尊,どくりつじそん
当意即妙,とういそくみょう
陶犬瓦鶏,とうけんがけい
道聴塗説,どうちょうとせつ
党利党略,とうりとうりゃく
時世時節,ときよじせつ
読書三昧,どくしょざんまい
読書百遍,どくしょひゃっぺん
特筆大書,とくひつたいしょ
同床異夢,どうしょういむ
東奔西走,とうほんせいそう
同工異曲,どうこういきょく
独立独歩,どくりつどっぽ
独断専行,どくだんせんこう
南船北馬,なんせんほくば
南蛮北狄,なんばんほくてき
南蛮鴃舌,なんばんげきぜつ
難中之難,なんちゅうのなん
南征北伐,なんせいほくばつ
南山不落,なんざんふらく
南山之寿,なんざんのじゅ
南山捷径,なんざんしょうけい
輭紅塵中,なんこうじんちゅう
南橘北枳,なんきつほくき
南郭濫吹,なんかくらんすい
南轅北轍,なんえんほくてつ
内疎外親,ないそがいしん
内清外濁,ないせいがいだく
内柔外剛,ないじゅうがいごう
内剛外柔,ないごうがいじゅう
南洽北暢,なんこうほくちょう
難行苦行,なんぎょうくぎょう
仲間意識,なかまいしき
南蛮渡来,なんばんとらい
南都北嶺,なんとほくれい
難攻不落,なんこうふらく
南無三宝,なむさんぼう
内憂外患,ないゆうがいかん
内政干渉,ないせいかんしょう
二束三文,にそくさんもん
忍気呑声,にんきどんせい
如法暗夜,にょほうあんや
女人禁制,にょにんきんせい
如是我聞,にょぜがもん
入木三分,にゅうぼくさんぶ
入境問禁,にゅうきょうもんきん
日昃之労,にっしょくのろう
日居月諸,にっきょげっしょ
日陵月替,にちりょうげったい
日常坐臥,にちじょうざが
二姓之好,にせいのこう
肉袒負荊,にくたんふけい
肉食妻帯,にくじきさいたい
肉山脯林,にくざんほりん
二河白道,にがびゃくどう
人三化七,にんさんばけしち
肉袒牽羊,にくたんけんよう
二律背反,にりつはいはん
二転三転,にてんさんてん
刃傷沙汰,にんじょうざた
二枚看板 ,にまいかんばん
二人三脚,ににんさんきゃく
日常茶飯,にちじょうさはん
日進月歩,にっしんげっぽ
二者択一,にしゃたくいつ
盗人根性,ぬすびとこんじょう
念仏三昧,ねんぶつざんまい
燃眉之急,ねんびのきゅう
燃犀之明,ねんさいのめい
年災月殃,ねんさいげつおう
拈華微笑,ねんげみしょう
涅槃寂静,ねはんじゃくじょう
熱願冷諦,ねつがんれいてい
年百年中,ねんびゃくねんじゅう
年年歳歳,ねんねんさいさい
年功序列,ねんこうじょれつ
喉元思案,のどもとじあん
能鷹隠爪,のうよういんそう
嚢中之錐,のうちゅうのきり
嚢沙之計,のうしゃのけい
半死半生,はんしはんしょう
万古千秋,ばんこせんしゅう
繁劇紛擾,はんげきふんじょう
攀竜附驥,はんりょうふき
万里鵬翼,ばんりほうよく
万里鵬程,ばんりほうてい
万里之望,ばんりののぞみ
万里同風,ばんりどうふう
汎濫停蓄,はんらんていちく
万目睚眥,ばんもくがいさい
半面之識,はんめんのしき
反哺之羞,はんぽのしゅう
繁文縟礼,はんぶんじょくれい
万夫之望,ばんぷののぞみ
万物逆旅,ばんぶつのげきりょ
万物斉同,ばんぶつせいどう
万物殷富,ばんぶついんぷ
万物一馬,ばんぶついちば
帆腹飽満,はんぷくほうまん
万万千千,ばんばんせんせん
万能一心,ばんのういっしん
班田収授,はんでんしゅうじゅ
半知半解,はんちはんかい
万代不易,ばんだいふえき
万全之策,ばんぜんのさく
版籍奉還,はんせきほうかん
万世不刊,ばんせいふかん
万世不易,ばんせいふえき
万世一系,ばんせいいっけい
万水千山,ばんすいせんざん
万杵千砧,ばんしょせんちん
班女辞輦,はんじょじれん
伴食大臣,ばんしょくだいじん
万乗之君,ばんじょうのきみ
万寿無疆,ばんじゅむきょう
反首抜舎,はんしゅばっしゃ
盤石之固,ばんじゃくのかため
万古不易,ばんこふえき
万古長青,ばんこちょうせい
煩言砕辞,はんげんさいじ
繁絃急管,はんげんきゅうかん
万頃瑠璃,ばんけいるり
班荊道故,はんけいどうこ
反逆縁坐,はんぎゃくえんざ
半饑半渇,はんきはんかつ
反間苦肉,はんかんくにく
攀轅臥轍,はんえんがてつ
斑衣之戯,はんいのたわむれ
蛮夷戎狄,ばんいじゅうてき
氾愛兼利,はんあいけんり
馬良白眉,ばりょうはくび
跛立箕坐 ,はりゅうきざ
罵詈讒謗,ばりざんぼう
波瀾曲折,はらんきょくせつ
爬羅剔抉,はらてきけつ
破釜沈船,はふちんせん
波濤万里,はとうばんり
破天荒解,はてんこうかい
撥乱反正,はつらんはんせい
抜来報往,ばつらいほうおう
発揚蹈厲,はつようとうれい
抜本塞源,ばっぽんそくげん
発憤興起,はっぷんこうき
発憤忘食,はっぷんぼうしょく
伐氷之家,ばっぴょうのいえ
伐性之斧,ばっせいのおの
発人深省,はつじんしんせい
発縦指示,はっしょうしじ
八索九丘,はっさくきゅうきゅう
跋扈跳梁,ばっこちょうりょう
白黒分明,はっこくぶんめい
八紘一宇,はっこういちう
抜苦与楽,ばっくよらく
白駒空谷,はっくくうこく
撥雲見日,はつうんけんじつ
馬遅枚速,ばちばいそく
八元八凱,はちげんはちがい
破竹之勢,はちくのいきおい
破邪顕正,はじゃけんしょう
馬歯徒増,ばしとぞう
馬氏五常,ばしごじょう
白竜白雲,はくりょうはくうん
薄利多売,はくりたばい
伯楽一顧,はくらくのいっこ
伯兪泣杖,はくゆきゅうじょう
白面書生,はくめんのしょせい
薄暮冥冥,はくぼめいめい
白璧微瑕,はくへきのびか
白璧断獄,はくへきだんごく
博文約礼,はくぶんやくれい
博聞彊識,はくぶんきょうしき
薄物細故,はくぶつさいこ
白眉最良,はくびさいりょう
白板天子,はくはんのてんし
白馬非馬,はくばひば
白髪青袗,はくはつせいしん
漠漠濛濛,ばくばくもうもう
白荼赤火,はくとせきか
白兎赤烏,はくとせきう
幕天席地,ばくてんせきち
伯仲之間,はくちゅうのかん
伯仲叔季,はくちゅうしゅくき
百代過客,はくたいのかかく
麦穂両岐,ばくすいりょうき
白水真人,はくすいしんじん
白首窮経,はくしゅきゅうけい
麦秀之歌,ばくしゅうのうた
麦秀黍離,ばくしゅうしょり
白日青天,はくじつせいてん
博施済衆,はくしさいしゅう
博識洽聞,はくしきこうぶん
白虹貫日,はくこうかんじつ
白玉楼中,はくぎょくろうちゅう
白玉微瑕,はくぎょくのびか
璞玉渾金,はくぎょくこんきん
莫逆之交,ばくぎゃくのまじわり
白眼青眼,はくがんせいがん
伯牙絶弦,はくがぜつげん
博学篤志,はくがくとくし
博学審問, はくがくしんもん
白屋之士,はくおくのし
白雲孤飛,はくうんこひ
白衣三公,はくいさんこう
白衣宰相,はくいのさいしょう
白衣蒼狗,はくいそうく
伯夷叔斉,はくいしゅくせい
灞橋驢上,はきょうろじょう
破鏡重円,はきょうじゅうえん
波及効果,はきゅうこうか
波詭雲譎,はきうんけつ
馬鹿果報,ばかかほう
馬鹿慇懃,ばかいんぎん
破戒無慙,はかいむざん
覇王之輔,はおうのほ
敗柳残花,はいりゅうざんか
廃仏毀釈,はいぶつきしゃく
悖徳没倫,はいとくぼつりん
買櫝還珠,ばいとくかんしゅ
杯中蛇影,はいちゅうのだえい
背水之陣,はいすいのじん
杯水車薪,はいすいしゃしん
廃寝忘食,はいしんぼうしょく
背信棄義,はいしんきぎ
悖入悖出,はいにゅうはいしゅつ
